YEAR,MONTH_NUM,MONTH_MON,FLT_DATE,APT_ICAO,APT_NAME,STATE_NAME,FLT_DEP_1,FLT_DEP_IFR_2,DLY_ATC_PRE_2,FLT_DEP_3,DLY_ATC_PRE_3
2024,01,JAN,2024-01-02,EVRA,Riga,Latvia,72,72,6,63,20
2024,01,JAN,2024-01-02,EYKA,Kaunas,Lithuania,16,,,11,0
2024,01,JAN,2024-01-02,EYPA,Palanga,Lithuania,4,,,4,0
2024,01,JAN,2024-01-02,EYSA,Siauliai,Lithuania,5,,,,
2024,01,JAN,2024-01-02,EYVI,Vilnius,Lithuania,44,,,31,0
2024,01,JAN,2024-01-02,GCFV,Fuerteventura,Spain,65,64,0,39,0
2024,01,JAN,2024-01-02,GCGM,La Gomera,Spain,4,,,4,0
2024,01,JAN,2024-01-02,GCHI,Hierro,Spain,6,,,5,0
2024,01,JAN,2024-01-02,GCLA,La Palma,Spain,30,,,21,0
2024,01,JAN,2024-01-02,GCLP,Gran Canaria,Spain,181,176,89,109,53
2024,01,JAN,2024-01-02,GCRR,Lanzarote,Spain,112,110,6,64,24
2024,01,JAN,2024-01-02,GCTS,Tenerife Sur - Reina Sofia,Spain,151,148,41,80,47
2024,01,JAN,2024-01-02,GCXO,Tenerife North,Spain,90,,,65,32
2024,01,JAN,2024-01-02,GEML,Melilla,Spain,12,,,,
2024,01,JAN,2024-01-02,GMAD,Al Massira,Morocco,28,,,15,5
2024,01,JAN,2024-01-02,GMFF,Saïss,Morocco,23,,,11,10
2024,01,JAN,2024-01-02,GMME,Rabat-Salé,Morocco,28,,,10,25
2024,01,JAN,2024-01-02,GMMN,Mohammed V International,Morocco,119,,,8,11
2024,01,JAN,2024-01-02,GMMX,Menara,Morocco,106,,,58,141
2024,01,JAN,2024-01-02,GMTT,Ibn Batouta,Morocco,27,,,9,0
2024,01,JAN,2024-01-02,LATI,Tirana,Albania,88,,,22,9
2024,01,JAN,2024-01-02,LBSF,Sofia,Bulgaria,103,103,3,46,6
2024,01,JAN,2024-01-02,LCLK,Larnaca,Cyprus,58,,,20,10
2024,01,JAN,2024-01-02,LCPH,Paphos,Cyprus,16,,,13,3
2024,01,JAN,2024-01-02,LDZA,Zagreb,Croatia,63,62,8,20,3
2024,01,JAN,2024-01-02,LEAL,Alicante,Spain,124,122,86,80,75
2024,01,JAN,2024-01-02,LEAM,Almeria,Spain,6,,,,
2024,01,JAN,2024-01-02,LEAS,Asturias,Spain,21,,,7,0
2024,01,JAN,2024-01-02,LEBB,Bilbao,Spain,54,54,20,39,5
2024,01,JAN,2024-01-02,LEBL,Barcelona,Spain,427,,,318,164
2024,01,JAN,2024-01-02,LEBZ,Badajoz,Spain,3,,,,
2024,01,JAN,2024-01-02,LECO,La Coruna,Spain,12,,,6,4
2024,01,JAN,2024-01-02,LECU,Madrid - Cuatro Viento,Spain,0,,,,
2024,01,JAN,2024-01-02,LEDA,Lleida - Alguaire,Spain,0,,,,
2024,01,JAN,2024-01-02,LEGE,Gerona,Spain,4,,,1,0
2024,01,JAN,2024-01-02,LEGR,Granada,Spain,11,,,7,1
2024,01,JAN,2024-01-02,LEGT,Madrid - Getafe,Spain,0,,,,
2024,01,JAN,2024-01-02,LEIB,Ibiza,Spain,51,,,21,0
2024,01,JAN,2024-01-02,LEJR,Jerez De La Frontera,Spain,10,,,3,0
2024,01,JAN,2024-01-02,LELL,Sabadell,Spain,4,,,,
2024,01,JAN,2024-01-02,LELN,Leon,Spain,2,,,,
2024,01,JAN,2024-01-02,LEMD,Madrid - Barajas,Spain,547,,,239,271
2024,01,JAN,2024-01-02,LEMG,Málaga,Spain,212,209,112,131,217
2024,01,JAN,2024-01-02,LEMH,Mahon,Spain,17,,,4,1
2024,01,JAN,2024-01-02,LEMO,Seville - Moron,Spain,3,,,,
2024,01,JAN,2024-01-02,LEPA,Palma de Mallorca,Spain,166,,,107,33
2024,01,JAN,2024-01-02,LEPP,Noain Pamplona,Spain,4,,,,
2024,01,JAN,2024-01-02,LERT,Rota,Spain,5,,,,
2024,01,JAN,2024-01-02,LESB,Son Bonet,Spain,1,,,,
2024,01,JAN,2024-01-02,LESO,San Sebastian,Spain,9,,,3,0
2024,01,JAN,2024-01-02,LEST,Santiago,Spain,30,,,22,0
2024,01,JAN,2024-01-02,LETO,Madrid - Torrejon,Spain,3,,,,
2024,01,JAN,2024-01-02,LEVC,Valencia,Spain,86,86,6,59,18
2024,01,JAN,2024-01-02,LEVD,Valladolid,Spain,4,,,1,0
2024,01,JAN,2024-01-02,LEVT,Vitoria,Spain,18,,,2,0
2024,01,JAN,2024-01-02,LEVX,Vigo,Spain,14,,,8,1
2024,01,JAN,2024-01-02,LEXJ,Santander,Spain,9,,,6,0
2024,01,JAN,2024-01-02,LEZG,Zaragoza,Spain,11,,,2,0
2024,01,JAN,2024-01-02,LEZL,Sevilla,Spain,79,,,49,2
2024,01,JAN,2024-01-02,LFAQ,Albert-Bray,France,1,,,,
2024,01,JAN,2024-01-02,LFBA,Agen-La Garenne,France,1,,,,
2024,01,JAN,2024-01-02,LFBD,Bordeaux-Mérignac,France,80,,,48,9
2024,01,JAN,2024-01-02,LFBE,Bergerac-Roumanière,France,2,,,,
2024,01,JAN,2024-01-02,LFBH,La Rochelle-Ile de Ré,France,2,,,,
2024,01,JAN,2024-01-02,LFBI,Poitiers-Biard,France,1,,,1,0
2024,01,JAN,2024-01-02,LFBL,Limoges-Bellegarde,France,5,,,2,0
2024,01,JAN,2024-01-02,LFBO,Toulouse-Blagnac,France,91,91,51,57,51
2024,01,JAN,2024-01-02,LFBP,Pau-Pyrénées,France,5,,,3,0
2024,01,JAN,2024-01-02,LFBT,Tarbes-Lourdes Pyrénées,France,4,,,,
2024,01,JAN,2024-01-02,LFBZ,Biarritz-Bayonne-Anglet,France,7,,,4,0
2024,01,JAN,2024-01-02,LFCR,Rodez-Marcillac,France,2,,,,
2024,01,JAN,2024-01-02,LFGJ,Dôle-Tavaux,France,3,,,3,0
2024,01,JAN,2024-01-02,LFJL,Metz-Nancy-Lorraine,France,1,,,,
2024,01,JAN,2024-01-02,LFKB,Bastia-Poretta,France,21,,,,
2024,01,JAN,2024-01-02,LFKC,Calvi-Sainte-Catherine,France,5,,,1,0
2024,01,JAN,2024-01-02,LFKF,Figari-Sud Corse,France,5,,,,
2024,01,JAN,2024-01-02,LFKJ,Ajaccio-Napoléon-Bonaparte,France,21,,,1,0
2024,01,JAN,2024-01-02,LFLB,Chambéry-Aix-les-Bains,France,34,,,,
2024,01,JAN,2024-01-02,LFLC,Clermont-Ferrand-Auvergne,France,5,,,4,0
2024,01,JAN,2024-01-02,LFLI,Annemasse,France,1,,,,
2024,01,JAN,2024-01-02,LFLL,Lyon-Saint-Exupéry,France,114,113,73,56,10
2024,01,JAN,2024-01-02,LFLP,Annecy-Meythet,France,11,,,,
2024,01,JAN,2024-01-02,LFLS,Grenoble-Isère,France,16,,,2,0
2024,01,JAN,2024-01-02,LFLX,Châteauroux-Déols,France,1,,,,
2024,01,JAN,2024-01-02,LFLY,Lyon-Bron,France,6,,,,
2024,01,JAN,2024-01-02,LFMD,Cannes-Mandelieu,France,13,,,,
2024,01,JAN,2024-01-02,LFMI,Istres-Le Tubé,France,1,,,,
2024,01,JAN,2024-01-02,LFMK,Carcassonne-Salvaza,France,2,,,1,0
2024,01,JAN,2024-01-02,LFML,Marseille-Provence,France,115,115,16,59,26
2024,01,JAN,2024-01-02,LFMN,Nice-Côte d’Azur,France,145,145,98,76,59
